Source Type,Risk Type,Risk Greek,Underlying,Tenor Swap,Tenor Option,Tenor Swap Order,Tenor Option Order,Market Date,Open,Current,Move,Market Status,Market Data Status
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 5Y,N/A,3,,2026-08-11,0.033975,0.034206,0.000231,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-11,0.055181,0.054521,-0.00066,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 30Y,N/A,5,,2026-08-11,0.079071,0.078901,-0.00017,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 6M,N/A,0,,2026-08-11,0.038446,0.039016,0.00057,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 1Y,N/A,1,,2026-08-11,0.068436,0.069286,0.00085,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 2Y,N/A,2,,2026-08-11,0.040874,0.041134,0.00026,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 5Y,N/A,3,,2026-08-11,0.032934,0.033214,0.00028,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-11,0.051926,0.051276,-0.00065,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 30Y,N/A,5,,2026-08-11,0.027055,0.027805,0.00075,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-11,0.079815,0.078885,-0.00093,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-11,0.050878,0.050038,-0.00084,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-11,0.028305,0.028795,0.00049,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-11,0.025244,0.024554,-0.00069,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-11,0.028782,0.027762,-0.00102,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-11,0.042027,0.042347,0.00032,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-11,0.059389,0.059479,0.00009,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-11,0.049493,0.049773,0.00028,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-11,0.074246,0.074796,0.00055,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-11,0.046987,0.047917,0.00093,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-11,0.030122,0.029222,-0.0009,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-11,0.042615,0.043255,0.00064,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,0,0,2026-08-11,0.304991,0.306511,0.00152,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,0,1,2026-08-11,0.160232,0.171522,0.01129,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,0,2,2026-08-11,0.307844,0.299664,-0.00818,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1Y,0,3,2026-08-11,0.055337,0.059887,0.00455,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,1,0,2026-08-11,0.336932,0.341372,0.00444,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,1,1,2026-08-11,0.138626,0.144266,0.00564,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,1,2,2026-08-11,0.3029,0.30572,0.00282,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,1,3,2026-08-11,0.210893,0.207973,-0.00292,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,2,0,2026-08-11,0.290567,0.300237,0.00967,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,2,1,2026-08-11,0.170597,0.168917,-0.00168,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,2,2,2026-08-11,0.154778,0.165888,0.01111,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,2,3,2026-08-11,0.181259,0.184339,0.00308,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,3,0,2026-08-11,0.268346,0.278636,0.01029,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,3,1,2026-08-11,0.347903,0.354283,0.00638,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,3,2,2026-08-11,0.343628,0.345678,0.00205,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,3,3,2026-08-11,0.324731,0.323671,-0.00106,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1M,4,0,2026-08-11,0.106784,0.107544,0.00076,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,4,1,2026-08-11,0.100091,0.096531,-0.00356,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,4,2,2026-08-11,0.053123,0.041973,-0.01115,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,4,3,2026-08-11,0.192902,0.191342,-0.00156,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,0,0,2026-08-11,0.273299,0.285029,0.01173,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,0,1,2026-08-11,0.267923,0.256943,-0.01098,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,0,2,2026-08-11,0.121253,0.117893,-0.00336,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1Y,0,3,2026-08-11,0.157001,0.145291,-0.01171,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,1,0,2026-08-11,0.194786,0.200516,0.00573,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,1,1,2026-08-11,0.215513,0.225483,0.00997,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,1,2,2026-08-11,0.346622,0.337642,-0.00898,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,1,3,2026-08-11,0.267731,0.267021,-0.00071,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,2,0,2026-08-11,0.149918,0.151498,0.00158,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,2,1,2026-08-11,0.306419,0.298299,-0.00812,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,2,2,2026-08-11,0.259883,0.253143,-0.00674,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,2,3,2026-08-11,0.065726,0.062606,-0.00312,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,3,0,2026-08-11,0.178529,0.185379,0.00685,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,3,1,2026-08-11,0.158666,0.155636,-0.00303,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,3,2,2026-08-11,0.306791,0.309641,0.00285,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,3,3,2026-08-11,0.320711,0.319231,-0.00148,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1M,4,0,2026-08-11,0.224162,0.216422,-0.00774,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,4,1,2026-08-11,0.322265,0.332495,0.01023,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,4,2,2026-08-11,0.272147,0.267817,-0.00433,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,4,3,2026-08-11,0.313223,0.300573,-0.01265,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,0,0,2026-08-11,0.295604,0.290454,-0.00515,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,0,1,2026-08-11,0.17036,0.1593,-0.01106,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,0,2,2026-08-11,0.2144,0.22066,0.00626,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1Y,0,3,2026-08-11,0.23987,0.23069,-0.00918,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,1,0,2026-08-11,0.055268,0.067088,0.01182,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,1,1,2026-08-11,0.31376,0.32311,0.00935,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,1,2,2026-08-11,0.232406,0.237396,0.00499,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,1,3,2026-08-11,0.312095,0.314825,0.00273,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,2,0,2026-08-11,0.197009,0.190419,-0.00659,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,2,1,2026-08-11,0.257453,0.255213,-0.00224,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,2,2,2026-08-11,0.332483,0.322183,-0.0103,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,2,3,2026-08-11,0.133121,0.136911,0.00379,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,3,0,2026-08-11,0.076667,0.084867,0.0082,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,3,1,2026-08-11,0.273605,0.263335,-0.01027,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,3,2,2026-08-11,0.346106,0.345126,-0.00098,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,3,3,2026-08-11,0.264833,0.256623,-0.00821,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1M,4,0,2026-08-11,0.200678,0.195228,-0.00545,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,4,1,2026-08-11,0.118979,0.126969,0.00799,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,4,2,2026-08-11,0.31475,0.31245,-0.0023,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,4,3,2026-08-11,0.075032,0.085852,0.01082,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-11,0.022839,0.023239,0.0004,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-11,0.012364,0.011084,-0.00128,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-11,0.009657,0.009237,-0.00042,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-11,0.031599,0.030819,-0.00078,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-11,0.014104,0.015114,0.00101,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-11,0.066031,0.066051,0.00002,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-11,0.054199,0.053529,-0.00067,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-11,0.038842,0.039972,0.00113,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-11,0.034536,0.033326,-0.00121,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-11,0.019671,0.020341,0.00067,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-11,0.031723,0.030422,-0.001301,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-11,0.076638,0.075708,-0.00093,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,0,0,2026-08-11,0.343121,0.338701,-0.00442,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,0,1,2026-08-11,0.16475,0.17124,0.00649,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,0,2,2026-08-11,0.139112,0.133162,-0.00595,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 2Y,0,3,2026-08-11,0.213074,0.219154,0.00608,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,1,0,2026-08-11,0.113303,0.106273,-0.00703,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,1,1,2026-08-11,0.193211,0.193441,0.00023,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,1,2,2026-08-11,0.068477,0.080447,0.01197,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 2Y,1,3,2026-08-11,0.233771,0.242091,0.00832,OFFICIAL,Available
