Source Type,Risk Type,Risk Greek,Underlying,Tenor Swap,Tenor Option,Tenor Swap Order,Tenor Option Order,Market Date,Open,Current,Move,Market Status,Market Data Status
fx/vega,FX,Vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-12,0.149333,0.149653,0.00032,OFFICIAL,Available
fx/vega,FX,Vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-12,0.342395,0.344715,0.00232,OFFICIAL,Available
fx/vega,FX,Vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-12,0.251207,0.238947,-0.01226,OFFICIAL,Available
fx/vega,FX,Vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-12,0.238409,0.245109,0.0067,OFFICIAL,Available
fx/vega,FX,Vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-12,0.076202,0.075042,-0.00116,OFFICIAL,Available
fx/vega,FX,Vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-12,0.076367,0.083227,0.00686,OFFICIAL,Available
fx/vega,FX,Vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-12,0.099734,0.096454,-0.00328,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 6M,N/A,0,,2026-08-12,0.05937,0.05945,0.00008,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 1Y,N/A,1,,2026-08-12,0.040807,0.039617,-0.00119,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 2Y,N/A,2,,2026-08-12,0.016787,0.016207,-0.00058,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 5Y,N/A,3,,2026-08-12,0.019458,0.018188,-0.00127,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-12,0.023583,0.022683,-0.0009,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 30Y,N/A,5,,2026-08-12,0.013276,0.013226,-0.00005,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 6M,N/A,0,,2026-08-12,0.063086,0.063696,0.00061,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 1Y,N/A,1,,2026-08-12,0.023937,0.024757,0.00082,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 2Y,N/A,2,,2026-08-12,0.029047,0.029567,0.00052,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 5Y,N/A,3,,2026-08-12,0.033975,0.034246,0.000271,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-12,0.055181,0.054691,-0.00049,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 30Y,N/A,5,,2026-08-12,0.079071,0.078991,-0.00008,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 6M,N/A,0,,2026-08-12,0.038446,0.039026,0.00058,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 1Y,N/A,1,,2026-08-12,0.068436,0.069386,0.00095,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 2Y,N/A,2,,2026-08-12,0.040874,0.041214,0.00034,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 5Y,N/A,3,,2026-08-12,0.032934,0.033354,0.00042,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-12,0.051926,0.051376,-0.00055,OFFICIAL,Available
ir/delta,IR,Delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 30Y,N/A,5,,2026-08-12,0.027055,0.027955,0.0009,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-12,0.079815,0.078945,-0.00087,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-12,0.050878,0.050118,-0.00076,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-12,0.028305,0.028815,0.00051,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - USD SOFR Gamma,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-12,0.025244,0.024584,-0.00066,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-12,0.028782,0.027802,-0.00098,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-12,0.042027,0.042457,0.00043,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-12,0.059389,0.059649,0.00026,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - EUR ESTR Gamma,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-12,0.049493,0.049813,0.00032,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-12,0.074246,0.074846,0.0006,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-12,0.046987,0.048007,0.00102,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-12,0.030122,0.029272,-0.00085,OFFICIAL,Available
ir/gamma,IR,Gamma,FAKE_REPLACE_ME - GBP SONIA Gamma,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-12,0.042615,0.043275,0.00066,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,0,0,2026-08-12,0.304991,0.306671,0.00168,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,0,1,2026-08-12,0.160232,0.171592,0.01136,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,0,2,2026-08-12,0.307844,0.299724,-0.00812,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1Y,0,3,2026-08-12,0.055337,0.060037,0.0047,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,1,0,2026-08-12,0.336932,0.341392,0.00446,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,1,1,2026-08-12,0.138626,0.144386,0.00576,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,1,2,2026-08-12,0.3029,0.30578,0.00288,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,1,3,2026-08-12,0.210893,0.208113,-0.00278,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,2,0,2026-08-12,0.290567,0.300347,0.00978,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,2,1,2026-08-12,0.170597,0.168977,-0.00162,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,2,2,2026-08-12,0.154778,0.166018,0.01124,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,2,3,2026-08-12,0.181259,0.184479,0.00322,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,3,0,2026-08-12,0.268346,0.278706,0.01036,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,3,1,2026-08-12,0.347903,0.354323,0.00642,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,3,2,2026-08-12,0.343628,0.345828,0.0022,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,3,3,2026-08-12,0.324731,0.323691,-0.00104,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1M,4,0,2026-08-12,0.106784,0.107624,0.00084,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,4,1,2026-08-12,0.100091,0.096551,-0.00354,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,4,2,2026-08-12,0.053123,0.042023,-0.0111,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,4,3,2026-08-12,0.192902,0.191362,-0.00154,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,0,0,2026-08-12,0.273299,0.285119,0.01182,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,0,1,2026-08-12,0.267923,0.257103,-0.01082,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,0,2,2026-08-12,0.121253,0.118013,-0.00324,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1Y,0,3,2026-08-12,0.157001,0.145361,-0.01164,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,1,0,2026-08-12,0.194786,0.200606,0.00582,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,1,1,2026-08-12,0.215513,0.225493,0.00998,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,1,2,2026-08-12,0.346622,0.337802,-0.00882,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,1,3,2026-08-12,0.267731,0.267091,-0.00064,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,2,0,2026-08-12,0.149918,0.151638,0.00172,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,2,1,2026-08-12,0.306419,0.298339,-0.00808,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,2,2,2026-08-12,0.259883,0.253223,-0.00666,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,2,3,2026-08-12,0.065726,0.062646,-0.00308,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,3,0,2026-08-12,0.178529,0.185429,0.0069,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,3,1,2026-08-12,0.158666,0.155646,-0.00302,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,3,2,2026-08-12,0.306791,0.309691,0.0029,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,3,3,2026-08-12,0.320711,0.319391,-0.00132,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1M,4,0,2026-08-12,0.224162,0.216502,-0.00766,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,4,1,2026-08-12,0.322265,0.332585,0.01032,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,4,2,2026-08-12,0.272147,0.267927,-0.00422,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,4,3,2026-08-12,0.313223,0.300623,-0.0126,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,0,0,2026-08-12,0.295604,0.290504,-0.0051,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,0,1,2026-08-12,0.17036,0.15932,-0.01104,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,0,2,2026-08-12,0.2144,0.22074,0.00634,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1Y,0,3,2026-08-12,0.23987,0.23075,-0.00912,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,1,0,2026-08-12,0.055268,0.067148,0.01188,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,1,1,2026-08-12,0.31376,0.32316,0.0094,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,1,2,2026-08-12,0.232406,0.237566,0.00516,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,1,3,2026-08-12,0.312095,0.314915,0.00282,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,2,0,2026-08-12,0.197009,0.190449,-0.00656,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,2,1,2026-08-12,0.257453,0.255293,-0.00216,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,2,2,2026-08-12,0.332483,0.322283,-0.0102,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,2,3,2026-08-12,0.133121,0.136981,0.00386,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,3,0,2026-08-12,0.076667,0.084967,0.0083,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,3,1,2026-08-12,0.273605,0.263425,-0.01018,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,3,2,2026-08-12,0.346106,0.345286,-0.00082,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,3,3,2026-08-12,0.264833,0.256693,-0.00814,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1M,4,0,2026-08-12,0.200678,0.195378,-0.0053,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,4,1,2026-08-12,0.118979,0.127139,0.00816,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,4,2,2026-08-12,0.31475,0.31255,-0.0022,OFFICIAL,Available
ir/deltavega,IR,DeltaVega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,4,3,2026-08-12,0.075032,0.085912,0.01088,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-12,0.022839,0.023289,0.00045,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-12,0.012364,0.011194,-0.00117,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-12,0.009657,0.009327,-0.00033,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-12,0.031599,0.030929,-0.00067,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-12,0.014104,0.015144,0.00104,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-12,0.066031,0.066111,0.00008,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-12,0.054199,0.053619,-0.00058,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-12,0.038842,0.040012,0.00117,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-12,0.034536,0.033496,-0.00104,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 2Y,N/A,1,,2026-08-12,0.019671,0.020451,0.00078,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-12,0.031723,0.030522,-0.001201,OFFICIAL,Available
ir/xccy,IR,XCCY,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 10Y,N/A,3,,2026-08-12,0.076638,0.075768,-0.00087,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,0,0,2026-08-12,0.343121,0.338841,-0.00428,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,0,1,2026-08-12,0.16475,0.17141,0.00666,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,0,2,2026-08-12,0.139112,0.133312,-0.0058,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 2Y,0,3,2026-08-12,0.213074,0.219294,0.00622,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,1,0,2026-08-12,0.113303,0.106283,-0.00702,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,1,1,2026-08-12,0.193211,0.193531,0.00032,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,1,2,2026-08-12,0.068477,0.080457,0.01198,OFFICIAL,Available
ir/xccyvega,IR,XCCYVega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 2Y,1,3,2026-08-12,0.233771,0.242151,0.00838,OFFICIAL,Available
